date,symbol,open,high,low,close,volume
2025-10-14,SPY,339.34,342.06,337.99,340.69,16930394
2025-10-14,QQQ,447.82,449.62,445.83,447.62,8754884
2025-10-14,IWM,359.63,365.01,358.19,363.56,2354319
2025-10-14,EFA,253.62,254.64,248.45,249.45,10854180
2025-10-14,EEM,507.2,509.66,505.17,507.63,7514982
2025-10-14,TLT,68.09,68.69,67.82,68.42,3520494
2025-10-14,GLD,432.87,434.6,425.64,427.35,16069760
2025-10-14,DBC,181.75,185.15,181.03,184.41,9722414
2025-10-15,SPY,340.69,342.75,339.33,341.39,1212719
2025-10-15,QQQ,447.62,449.41,438.35,440.11,4549389
2025-10-15,IWM,363.56,365.01,359.18,360.62,12733972
2025-10-15,EFA,249.45,250.45,245.81,246.79,8302968
2025-10-15,EEM,507.63,515.07,505.6,513.02,2481982
2025-10-15,TLT,68.42,68.92,68.15,68.65,7844313
2025-10-15,GLD,427.35,430.01,425.64,428.29,7826373
2025-10-15,DBC,184.41,185.23,183.68,184.49,1381843
2025-10-16,SPY,341.39,344.02,340.02,342.65,13475848
2025-10-16,QQQ,440.11,441.87,433.63,435.37,7212438
2025-10-16,IWM,360.62,362.07,358.52,359.96,2055843
2025-10-16,EFA,246.79,247.78,245.14,246.13,17630423
2025-10-16,EEM,513.02,515.07,509.19,511.24,4402008
2025-10-16,TLT,68.65,68.92,68.28,68.55,14263956
2025-10-16,GLD,428.29,430.01,425.31,427.01,18917971
2025-10-16,DBC,184.49,185.23,182.94,183.67,4058573
2025-10-17,SPY,342.65,344.02,339.69,341.05,10098850
2025-10-17,QQQ,435.37,437.11,429.47,431.2,14750234
2025-10-17,IWM,359.96,366.24,358.52,364.78,15020564
2025-10-17,EFA,246.13,247.11,244.84,245.82,2723378
2025-10-17,EEM,511.24,513.28,506.57,508.6,12985029
2025-10-17,TLT,68.55,70.05,68.28,69.77,14894220
2025-10-17,GLD,427.01,428.72,418.62,420.3,13206477
2025-10-17,DBC,183.67,186.3,182.94,185.56,7616987
2025-10-20,SPY,341.05,342.42,337.51,338.87,1197185
2025-10-20,QQQ,431.2,436.07,429.47,434.33,15568134
2025-10-20,IWM,364.78,369.17,363.32,367.7,4036274
2025-10-20,EFA,245.82,246.8,243.47,244.45,14630403
2025-10-20,EEM,508.6,510.64,501.96,503.98,6454091
2025-10-20,TLT,69.77,70.05,69.05,69.33,5361240
2025-10-20,GLD,420.3,426.66,418.62,424.96,14311685
2025-10-20,DBC,185.56,186.59,184.81,185.85,3987388
2025-10-21,SPY,338.87,340.23,331.85,333.18,17926971
2025-10-21,QQQ,434.33,436.07,427.54,429.25,6760814
2025-10-21,IWM,367.7,370.98,366.23,369.5,18487190
2025-10-21,EFA,244.45,246.75,243.47,245.76,6764158
2025-10-21,EEM,503.98,508.71,501.96,506.68,17458772
2025-10-21,TLT,69.33,69.61,68.85,69.12,7621688
2025-10-21,GLD,424.96,426.66,420.83,422.52,2459528
2025-10-21,DBC,185.85,190.0,185.1,189.24,17197948
2025-10-22,SPY,333.18,334.52,330.41,331.73,14015602
2025-10-22,QQQ,429.25,437.16,427.54,435.42,3895560
2025-10-22,IWM,369.5,374.88,368.02,373.39,6377975
2025-10-22,EFA,245.76,246.75,243.04,244.01,8451603
2025-10-22,EEM,506.68,508.71,499.16,501.16,7580458
2025-10-22,TLT,69.12,69.4,67.91,68.18,16869743
2025-10-22,GLD,422.52,425.17,420.83,423.48,14413235
2025-10-22,DBC,189.24,191.27,188.48,190.51,18377589
2025-10-23,SPY,331.73,334.55,330.41,333.22,6015285
2025-10-23,QQQ,435.42,441.04,433.68,439.29,9289920
2025-10-23,IWM,373.39,380.97,371.89,379.45,7462439
2025-10-23,EFA,244.01,244.99,242.25,243.23,2379054
2025-10-23,EEM,501.16,511.69,499.16,509.65,2279386
2025-10-23,TLT,68.18,68.45,66.66,66.93,11878440
2025-10-23,GLD,423.48,428.88,421.78,427.17,19456676
2025-10-23,DBC,190.51,193.06,189.74,192.29,11274841
2025-10-24,SPY,333.22,334.55,330.52,331.85,9363739
2025-10-24,QQQ,439.29,441.04,434.01,435.75,15285458
2025-10-24,IWM,379.45,380.97,375.81,377.32,17897287
2025-10-24,EFA,243.23,245.44,242.25,244.46,15708672
2025-10-24,EEM,509.65,512.13,507.61,510.09,17424948
2025-10-24,TLT,66.93,67.28,66.66,67.01,16611975
2025-10-24,GLD,427.17,429.35,425.46,427.64,16377628
2025-10-24,DBC,192.29,196.37,191.52,195.58,7025336
2025-10-27,SPY,331.85,334.26,330.52,332.93,3252195
2025-10-27,QQQ,435.75,437.49,429.29,431.01,5310264
2025-10-27,IWM,377.32,378.82,374.12,375.62,15829956
2025-10-27,EFA,244.46,246.96,243.49,245.98,17922911
2025-10-27,EEM,510.09,512.13,506.62,508.65,5371168
2025-10-27,TLT,67.01,67.28,66.74,67.01,3759550
2025-10-27,GLD,427.64,432.18,425.93,430.46,18162479
2025-10-27,DBC,195.58,196.37,194.1,194.88,3683279
2025-10-28,SPY,332.93,337.41,331.59,336.06,13678965
2025-10-28,QQQ,431.01,434.64,429.29,432.9,5569634
2025-10-28,IWM,375.62,378.55,374.12,377.04,4677164
2025-10-28,EFA,245.98,247.02,244.99,246.04,7499738
2025-10-28,EEM,508.65,519.2,506.62,517.13,10659703
2025-10-28,TLT,67.01,68.81,66.74,68.54,6540223
2025-10-28,GLD,430.46,432.18,426.21,427.92,8419783
2025-10-28,DBC,194.88,195.66,191.41,192.18,3198359
2025-10-29,SPY,336.06,339.37,334.72,338.02,9463124
2025-10-29,QQQ,432.9,434.64,425.26,426.97,6327351
2025-10-29,IWM,377.04,378.55,373.79,375.29,16314338
2025-10-29,EFA,246.04,249.62,245.05,248.63,5817486
2025-10-29,EEM,517.13,519.2,514.9,516.97,17109737
2025-10-29,TLT,68.54,71.47,68.26,71.19,7990171
2025-10-29,GLD,427.92,429.63,421.66,423.36,8965794
2025-10-29,DBC,192.18,192.95,190.08,190.84,11706464
2025-10-30,SPY,338.02,339.37,335.41,336.76,14538054
2025-10-30,QQQ,426.97,430.97,425.26,429.25,6409959
2025-10-30,IWM,375.29,376.8,372.35,373.84,11999959
2025-10-30,EFA,248.63,249.62,246.25,247.23,13644680
2025-10-30,EEM,516.97,524.37,514.9,522.28,4861400
2025-10-30,TLT,71.19,73.1,70.9,72.81,18808049
2025-10-30,GLD,423.36,432.18,421.66,430.46,16201452
2025-10-30,DBC,190.84,192.8,190.08,192.03,19628753
2025-10-31,SPY,336.76,338.11,331.26,332.6,4510088
2025-10-31,QQQ,429.25,430.97,426.46,428.17,9456776
2025-10-31,IWM,373.84,380.13,372.35,378.62,14229049
2025-10-31,EFA,247.23,248.22,246.04,247.03,13464338
2025-10-31,EEM,522.28,524.37,518.76,520.84,5905505
2025-10-31,TLT,72.81,76.43,72.52,76.13,13088030
2025-10-31,GLD,430.46,432.18,427.84,429.55,8719106
2025-10-31,DBC,192.03,193.56,191.27,192.79,6930949
2025-11-03,SPY,332.6,333.93,326.16,327.47,10944976
2025-11-03,QQQ,428.17,429.89,418.31,419.99,18317669
2025-11-03,IWM,378.62,380.27,377.1,378.75,11490753
2025-11-03,EFA,247.03,251.06,246.04,250.06,1060094
2025-11-03,EEM,520.84,523.09,518.76,521.0,10763387
2025-11-03,TLT,76.13,76.43,75.06,75.36,15503328
2025-11-03,GLD,429.55,431.27,424.54,426.24,2603108
2025-11-03,DBC,192.79,194.54,192.02,193.76,5429966
2025-11-04,SPY,327.47,328.78,322.5,323.8,2529535
2025-11-04,QQQ,419.99,422.08,418.31,420.4,1747912
2025-11-04,IWM,378.75,384.51,377.24,382.97,11191782
2025-11-04,EFA,250.06,251.94,249.06,250.93,4568938
2025-11-04,EEM,521.0,523.09,511.97,514.03,14865981
2025-11-04,TLT,75.36,75.66,74.88,75.18,11105084
2025-11-04,GLD,426.24,427.95,422.23,423.92,16935060
2025-11-04,DBC,193.76,194.54,192.39,193.16,6322519
2025-11-05,SPY,323.8,329.36,322.5,328.05,9173465
2025-11-05,QQQ,420.4,430.62,418.72,428.9,6010115
2025-11-05,IWM,382.97,384.51,380.56,382.09,5855045
2025-11-05,EFA,250.93,252.11,249.93,251.1,10051648
2025-11-05,EEM,514.03,516.08,508.49,510.53,1385743
2025-11-05,TLT,75.18,75.99,74.88,75.69,2883429
2025-11-05,GLD,423.92,425.62,419.12,420.8,12755214
2025-11-05,DBC,193.16,193.93,190.56,191.33,15889921
2025-11-06,SPY,328.05,329.36,324.16,325.46,17537357
2025-11-06,QQQ,428.9,430.62,423.6,425.3,9338176
2025-11-06,IWM,382.09,383.91,380.56,382.38,3064554
2025-11-06,EFA,251.1,252.11,250.08,251.08,18835100
2025-11-06,EEM,510.53,516.52,508.49,514.46,6342423
2025-11-06,TLT,75.69,76.12,75.39,75.82,2958880
2025-11-06,GLD,420.8,423.88,419.12,422.19,19485906
2025-11-06,DBC,191.33,192.09,190.18,190.94,7618885
2025-11-07,SPY,325.46,327.93,324.16,326.63,18010359
2025-11-07,QQQ,425.3,429.49,423.6,427.78,14933293
2025-11-07,IWM,382.38,384.95,380.85,383.41,11381153
2025-11-07,EFA,251.08,252.09,248.77,249.77,3139671
2025-11-07,EEM,514.46,516.52,512.06,514.12,17036510
2025-11-07,TLT,75.82,76.47,75.51,76.16,19065919
2025-11-07,GLD,422.19,431.15,420.5,429.43,16611721
2025-11-07,DBC,190.94,191.93,190.18,191.17,3700412
2025-11-10,SPY,326.63,327.93,325.21,326.51,8581570
2025-11-10,QQQ,427.78,429.49,420.68,422.37,4532667
2025-11-10,IWM,383.41,384.95,381.79,383.32,5136138
2025-11-10,EFA,249.77,253.85,248.77,252.84,12258050
2025-11-10,EEM,514.12,526.91,512.06,524.81,9834832
2025-11-10,TLT,76.16,76.47,74.3,74.59,2762711
2025-11-10,GLD,429.43,431.15,427.1,428.81,15631501
2025-11-10,DBC,191.17,194.4,190.4,193.63,18557176
2025-11-11,SPY,326.51,330.11,325.21,328.79,8281161
2025-11-11,QQQ,422.37,424.06,419.9,421.59,3866256
2025-11-11,IWM,383.32,385.52,381.79,383.99,9736522
2025-11-11,EFA,252.84,253.85,251.49,252.5,8922513
2025-11-11,EEM,524.81,529.36,522.71,527.25,6341406
2025-11-11,TLT,74.59,74.89,73.7,73.99,11967984
2025-11-11,GLD,428.81,431.77,427.1,430.05,9025138
2025-11-11,DBC,193.63,196.25,192.85,195.47,13732193
2025-11-12,SPY,328.79,333.4,327.48,332.07,18997118
2025-11-12,QQQ,421.59,423.28,416.12,417.8,16753569
2025-11-12,IWM,383.99,385.52,378.75,380.27,1214134
2025-11-12,EFA,252.5,253.91,251.49,252.9,1889755
2025-11-12,EEM,527.25,529.36,516.58,518.66,11326404
2025-11-12,TLT,73.99,74.98,73.7,74.68,8112402
2025-11-12,GLD,430.05,431.77,424.24,425.95,19965118
2025-11-12,DBC,195.47,197.95,194.69,197.16,6756130
2025-11-13,SPY,332.07,333.83,330.74,332.5,4579532
2025-11-13,QQQ,417.8,420.29,416.12,418.61,6429484
2025-11-13,IWM,380.27,381.79,377.99,379.5,1964107
2025-11-13,EFA,252.9,254.86,251.89,253.84,2035820
2025-11-13,EEM,518.66,529.85,516.58,527.74,2430973
2025-11-13,TLT,74.68,75.43,74.38,75.13,3275919
2025-11-13,GLD,425.95,427.65,424.0,425.7,13193885
2025-11-13,DBC,197.16,197.95,195.74,196.53,7687807
2025-11-14,SPY,332.5,335.99,331.17,334.65,3212861
2025-11-14,QQQ,418.61,420.29,408.89,410.53,13879622
2025-11-14,IWM,379.5,383.0,377.99,381.48,4757080
2025-11-14,EFA,253.84,255.73,252.83,254.71,2136174
2025-11-14,EEM,527.74,541.67,525.63,539.51,3934996
2025-11-14,TLT,75.13,75.9,74.83,75.6,10642372
2025-11-14,GLD,425.7,427.4,421.86,423.55,7878438
2025-11-14,DBC,196.53,197.54,195.74,196.76,10880417
2025-11-17,SPY,334.65,335.99,332.13,333.47,1701907
2025-11-17,QQQ,410.53,416.63,408.89,414.97,12774277
2025-11-17,IWM,381.48,383.14,379.95,381.61,13348846
2025-11-17,EFA,254.71,257.48,253.69,256.45,11765207
2025-11-17,EEM,539.51,542.93,537.35,540.76,16974687
2025-11-17,TLT,75.6,75.9,73.84,74.14,10651890
2025-11-17,GLD,423.55,425.25,421.03,422.72,14855327
2025-11-17,DBC,196.76,197.54,195.73,196.51,2048519
2025-11-18,SPY,333.47,334.8,327.83,329.14,12636061
2025-11-18,QQQ,414.97,419.78,413.31,418.1,16735071
2025-11-18,IWM,381.61,383.14,379.19,380.71,8267026
2025-11-18,EFA,256.45,257.48,252.71,253.73,4049746
2025-11-18,EEM,540.76,542.93,534.36,536.5,15631661
2025-11-18,TLT,74.14,74.44,73.46,73.75,1043589
2025-11-18,GLD,422.72,424.41,417.83,419.5,2810748
2025-11-18,DBC,196.51,197.3,195.57,196.36,1146353
2025-11-19,SPY,329.14,330.46,327.16,328.48,7191436
2025-11-19,QQQ,418.1,421.48,416.43,419.8,17595406
2025-11-19,IWM,380.71,382.24,372.68,374.18,18285239
2025-11-19,EFA,253.73,254.74,249.62,250.62,9743448
2025-11-19,EEM,536.5,538.65,531.45,533.58,8204617
2025-11-19,TLT,73.75,74.05,73.17,73.47,8768775
2025-11-19,GLD,419.5,421.18,415.89,417.56,3713969
2025-11-19,DBC,196.36,197.24,195.57,196.45,17451459
2025-11-20,SPY,328.48,330.83,327.16,329.51,4508381
2025-11-20,QQQ,419.8,421.48,410.91,412.56,11960361
2025-11-20,IWM,374.18,375.68,370.94,372.43,14240560
2025-11-20,EFA,250.62,253.31,249.62,252.3,3891482
2025-11-20,EEM,533.58,535.72,524.04,526.15,13480570
2025-11-20,TLT,73.47,74.51,73.17,74.21,7916131
2025-11-20,GLD,417.56,419.23,414.47,416.13,19285050
2025-11-20,DBC,196.45,199.25,195.66,198.46,17817151
2025-11-21,SPY,329.51,334.6,328.19,333.27,8837495
2025-11-21,QQQ,412.56,426.2,410.91,424.5,16465506
2025-11-21,IWM,372.43,377.17,370.94,375.67,2136962
2025-11-21,EFA,252.3,255.37,251.29,254.35,12693231
2025-11-21,EEM,526.15,528.25,517.99,520.07,16109781
2025-11-21,TLT,74.21,74.51,73.29,73.58,19580296
2025-11-21,GLD,416.13,417.8,414.23,415.89,15723618
2025-11-21,DBC,198.46,199.25,196.57,197.36,9630632
2025-11-24,SPY,333.27,334.6,330.72,332.05,16502750
2025-11-24,QQQ,424.5,426.2,421.53,423.23,8983955
2025-11-24,IWM,375.67,377.17,371.89,373.38,6187325
2025-11-24,EFA,254.35,255.37,253.18,254.19,6234012
2025-11-24,EEM,520.07,531.9,517.99,529.78,18521411
2025-11-24,TLT,73.58,73.88,73.03,73.32,12698151
2025-11-24,GLD,415.89,419.21,414.23,417.54,7350961
2025-11-24,DBC,197.36,199.71,196.57,198.91,9680134
2025-11-25,SPY,332.05,337.86,330.72,336.52,4416061
2025-11-25,QQQ,423.23,424.92,420.26,421.94,6523110
2025-11-25,IWM,373.38,376.57,371.89,375.07,13892716
2025-11-25,EFA,254.19,255.21,252.86,253.88,6065380
2025-11-25,EEM,529.78,542.99,527.66,540.83,10979235
2025-11-25,TLT,73.32,73.62,72.85,73.14,15593594
2025-11-25,GLD,417.54,419.21,415.47,417.14,4585952
2025-11-25,DBC,198.91,200.72,198.11,199.92,10422232
2025-11-26,SPY,336.52,338.65,335.17,337.3,2138555
2025-11-26,QQQ,421.94,428.23,420.26,426.52,1423366
2025-11-26,IWM,375.07,376.57,369.27,370.76,8464256
2025-11-26,EFA,253.88,257.17,252.86,256.14,17793542
2025-11-26,EEM,540.83,548.42,538.67,546.23,1742133
2025-11-26,TLT,73.14,73.44,72.76,73.05,5758438
2025-11-26,GLD,417.14,418.81,415.07,416.73,1185141
2025-11-26,DBC,199.92,204.04,199.12,203.23,9129710
2025-11-27,SPY,337.3,341.2,335.96,339.84,15131610
2025-11-27,QQQ,426.52,428.23,421.93,423.63,8669355
2025-11-27,IWM,370.76,372.24,367.25,368.72,8670749
2025-11-27,EFA,256.14,257.17,252.25,253.26,7090295
2025-11-27,EEM,546.23,548.42,540.01,542.18,11503016
2025-11-27,TLT,73.05,73.34,71.87,72.16,9717712
2025-11-27,GLD,416.73,418.4,413.77,415.43,15078782
2025-11-27,DBC,203.23,204.04,201.85,202.66,9133464
2025-11-28,SPY,339.84,342.15,338.48,340.78,6249872
2025-11-28,QQQ,423.63,425.32,414.44,416.11,9390654
2025-11-28,IWM,368.72,372.57,367.25,371.09,1659589
2025-11-28,EFA,253.26,254.27,250.13,251.14,14735327
2025-11-28,EEM,542.18,544.35,531.34,533.47,7142543
2025-11-28,TLT,72.16,72.45,71.71,71.99,12007651
2025-11-28,GLD,415.43,417.62,413.77,415.95,17436308
2025-11-28,DBC,202.66,203.47,200.01,200.82,4569521
2025-12-01,SPY,340.78,345.66,339.42,344.28,6396982
2025-12-01,QQQ,416.11,419.13,414.44,417.46,7704562
2025-12-01,IWM,371.09,372.57,368.39,369.87,16327150
2025-12-01,EFA,251.14,252.14,249.94,250.94,19154132
2025-12-01,EEM,533.47,537.79,531.34,535.65,1540442
2025-12-01,TLT,71.99,73.46,71.71,73.17,13412250
2025-12-01,GLD,415.95,417.62,410.39,412.04,16331341
2025-12-01,DBC,200.82,201.62,199.82,200.63,8049430
2025-12-02,SPY,344.28,347.53,342.9,346.14,18240001
2025-12-02,QQQ,417.46,419.13,415.54,417.21,5106882
2025-12-02,IWM,369.87,371.35,368.06,369.54,2899795
2025-12-02,EFA,250.94,251.95,246.9,247.9,9471075
2025-12-02,EEM,535.65,537.79,532.81,534.95,1446553
2025-12-02,TLT,73.17,74.55,72.87,74.25,3522788
2025-12-02,GLD,412.04,413.69,406.92,408.55,12815354
2025-12-02,DBC,200.63,202.52,199.82,201.72,9897208
2025-12-03,SPY,346.14,349.47,344.76,348.08,14437801
2025-12-03,QQQ,417.21,421.41,415.54,419.73,18685750
2025-12-03,IWM,369.54,381.43,368.06,379.91,14152087
2025-12-03,EFA,247.9,248.89,245.61,246.59,16506058
2025-12-03,EEM,534.95,538.1,532.81,535.96,3311731
2025-12-03,TLT,74.25,75.12,73.96,74.83,7481777
2025-12-03,GLD,408.55,410.19,402.21,403.82,8582858
2025-12-03,DBC,201.72,203.1,200.91,202.29,5907787
2025-12-04,SPY,348.08,349.47,344.26,345.64,14867593
2025-12-04,QQQ,419.73,426.88,418.05,425.18,16706859
2025-12-04,IWM,379.91,387.23,378.39,385.69,5199876
2025-12-04,EFA,246.59,247.58,245.45,246.43,16750504
2025-12-04,EEM,535.96,538.1,526.85,528.96,9973276
2025-12-04,TLT,74.83,76.85,74.53,76.55,13621449
2025-12-04,GLD,403.82,405.44,398.15,399.75,7237424
2025-12-04,DBC,202.29,203.1,196.43,197.22,17158773
2025-12-05,SPY,345.64,351.7,344.26,350.3,10435898
2025-12-05,QQQ,425.18,426.94,423.48,425.24,13011729
2025-12-05,IWM,385.69,387.57,384.15,386.02,17091029
2025-12-05,EFA,246.43,249.19,245.45,248.19,17271188
2025-12-05,EEM,528.96,531.08,519.44,521.53,13161186
2025-12-05,TLT,76.55,77.56,76.24,77.26,6125545
2025-12-05,GLD,399.75,407.66,398.15,406.04,2914712
2025-12-05,DBC,197.22,198.01,194.88,195.67,3861519
2025-12-08,SPY,350.3,354.74,348.9,353.33,5711099
2025-12-08,QQQ,425.24,426.94,414.26,415.92,18805586
2025-12-08,IWM,386.02,390.12,384.48,388.57,1502841
2025-12-08,EFA,248.19,249.19,244.48,245.46,1385173
2025-12-08,EEM,521.53,524.43,519.44,522.34,10831193
2025-12-08,TLT,77.26,78.0,76.95,77.69,9389499
2025-12-08,GLD,406.04,407.66,400.59,402.2,8839705
2025-12-08,DBC,195.67,196.45,193.39,194.17,7229832
2025-12-09,SPY,353.33,355.23,351.91,353.81,6122819
2025-12-09,QQQ,415.92,417.59,409.89,411.54,7997471
2025-12-09,IWM,388.57,395.28,387.01,393.7,6634217
2025-12-09,EFA,245.46,246.44,242.28,243.25,4033515
2025-12-09,EEM,522.34,524.43,514.37,516.43,10967134
2025-12-09,TLT,77.69,78.0,75.34,75.64,7622655
2025-12-09,GLD,402.2,403.81,397.99,399.58,3637882
2025-12-09,DBC,194.17,195.07,193.39,194.3,15716509
2025-12-10,SPY,353.81,355.23,351.75,353.16,4973602
2025-12-10,QQQ,411.54,413.19,407.77,409.41,9874956
2025-12-10,IWM,393.7,395.28,386.93,388.48,16879359
2025-12-10,EFA,243.25,246.11,242.28,245.13,17544909
2025-12-10,EEM,516.43,518.5,508.32,510.36,5845959
2025-12-10,TLT,75.64,75.94,74.91,75.21,17487716
2025-12-10,GLD,399.58,401.18,397.91,399.51,1221686
2025-12-10,DBC,194.3,196.3,193.52,195.52,6380701
2025-12-11,SPY,353.16,356.41,351.75,354.99,19876682
2025-12-11,QQQ,409.41,411.05,403.31,404.93,17696903
2025-12-11,IWM,388.48,390.03,383.96,385.51,13581498
2025-12-11,EFA,245.13,246.11,240.58,241.55,15287951
2025-12-11,EEM,510.36,512.4,495.85,497.84,3529881
2025-12-11,TLT,75.21,76.9,74.91,76.6,7057211
2025-12-11,GLD,399.51,401.11,394.49,396.07,1957291
2025-12-11,DBC,195.52,196.3,192.77,193.55,1689871
2025-12-12,SPY,354.99,356.41,350.19,351.6,12088256
2025-12-12,QQQ,404.93,406.55,398.81,400.42,4153302
2025-12-12,IWM,385.51,387.05,380.45,381.98,5848258
2025-12-12,EFA,241.55,242.52,240.36,241.32,2137394
2025-12-12,EEM,497.84,501.41,495.85,499.41,5258110
2025-12-12,TLT,76.6,78.06,76.29,77.75,12361750
2025-12-12,GLD,396.07,401.9,394.49,400.3,12452510
2025-12-12,DBC,193.55,195.97,192.77,195.19,16922702
2025-12-15,SPY,351.6,353.71,350.19,352.3,8070767
2025-12-15,QQQ,400.42,402.02,393.07,394.65,10534527
2025-12-15,IWM,381.98,383.51,377.57,379.09,19590081
2025-12-15,EFA,241.32,243.1,240.36,242.13,2768999
2025-12-15,EEM,499.41,503.85,497.42,501.85,17566839
2025-12-15,TLT,77.75,78.06,76.62,76.93,14546920
2025-12-15,GLD,400.3,401.9,393.43,395.01,17992769
2025-12-15,DBC,195.19,200.89,194.41,200.09,12569910
2025-12-16,SPY,352.3,358.01,350.89,356.58,4957014
2025-12-16,QQQ,394.65,396.23,391.98,393.56,12103036
2025-12-16,IWM,379.09,382.68,377.57,381.16,5280562
2025-12-16,EFA,242.13,246.18,241.16,245.2,3938570
2025-12-16,EEM,501.85,504.43,499.84,502.42,19599022
2025-12-16,TLT,76.93,77.24,76.33,76.63,14624077
2025-12-16,GLD,395.01,396.59,392.22,393.8,11079966
2025-12-16,DBC,200.09,200.89,199.2,200.0,4640673
2025-12-17,SPY,356.58,359.98,355.15,358.55,16940137
2025-12-17,QQQ,393.56,395.18,391.98,393.61,3018257
2025-12-17,IWM,381.16,384.68,379.63,383.14,13617949
2025-12-17,EFA,245.2,246.18,239.66,240.62,5934234
2025-12-17,EEM,502.42,504.43,494.52,496.51,3785125
2025-12-17,TLT,76.63,76.94,75.12,75.42,8130363
2025-12-17,GLD,393.8,400.16,392.22,398.57,6835261
2025-12-17,DBC,200.0,201.56,199.2,200.76,4401131
2025-12-18,SPY,358.55,359.98,354.08,355.5,15145589
2025-12-18,QQQ,393.61,395.18,384.28,385.83,4375768
2025-12-18,IWM,383.14,389.07,381.61,387.52,13377200
2025-12-18,EFA,240.62,241.58,238.03,238.98,5653859
2025-12-18,EEM,496.51,500.39,494.52,498.39,9657134
2025-12-18,TLT,75.42,75.72,73.77,74.07,11134793
2025-12-18,GLD,398.57,400.42,396.98,398.82,1684243
2025-12-18,DBC,200.76,202.13,199.96,201.32,15451057
2025-12-19,SPY,355.5,356.92,350.61,352.02,2832670
2025-12-19,QQQ,385.83,387.37,381.89,383.42,17702224
2025-12-19,IWM,387.52,389.07,385.37,386.91,4987841
2025-12-19,EFA,238.98,239.94,237.72,238.67,15128814
2025-12-19,EEM,498.39,500.39,485.47,487.42,15981104
2025-12-19,TLT,74.07,74.36,72.69,72.98,3255490
2025-12-19,GLD,398.82,403.86,397.23,402.25,6210868
2025-12-19,DBC,201.32,202.38,200.52,201.58,16953401
2025-12-22,SPY,352.02,353.93,350.61,352.52,3782492
2025-12-22,QQQ,383.42,384.95,376.38,377.89,16844151
2025-12-22,IWM,386.91,389.16,385.37,387.61,1521102
2025-12-22,EFA,238.67,240.73,237.72,239.77,15327735
2025-12-22,EEM,487.42,498.13,485.47,496.15,5082596
2025-12-22,TLT,72.98,73.34,72.69,73.04,3957463
2025-12-22,GLD,402.25,404.1,400.64,402.49,16848824
2025-12-22,DBC,201.58,203.46,200.77,202.65,1596499
2025-12-23,SPY,352.52,353.93,350.55,351.96,16125555
2025-12-23,QQQ,377.89,384.96,376.38,383.43,7288447
2025-12-23,IWM,387.61,392.23,386.06,390.67,5858666
2025-12-23,EFA,239.77,240.73,237.81,238.77,3828290
2025-12-23,EEM,496.15,498.13,492.47,494.44,17713354
2025-12-23,TLT,73.04,74.68,72.75,74.38,16454490
2025-12-23,GLD,402.49,404.1,397.11,398.7,2767005
2025-12-23,DBC,202.65,203.46,198.32,199.11,2072692
2025-12-24,SPY,351.96,353.91,350.55,352.5,3673636
2025-12-24,QQQ,383.43,384.96,381.88,383.42,14050952
2025-12-24,IWM,390.67,392.23,387.35,388.9,6569936
2025-12-24,EFA,238.77,242.81,237.81,241.85,17318475
2025-12-24,EEM,494.44,496.42,488.91,490.88,15721126
2025-12-24,TLT,74.38,74.68,73.51,73.8,16763940
2025-12-24,GLD,398.7,400.3,396.1,397.69,4915983
2025-12-24,DBC,199.11,199.91,197.43,198.22,13189170
2025-12-25,SPY,352.5,355.64,351.09,354.22,15024569
2025-12-25,QQQ,383.42,384.95,381.08,382.61,17004197
2025-12-25,IWM,388.9,390.46,383.23,384.77,10126159
2025-12-25,EFA,241.85,245.2,240.88,244.23,12203339
2025-12-25,EEM,490.88,492.84,488.62,490.58,12141414
2025-12-25,TLT,73.8,74.48,73.51,74.18,1520113
2025-12-25,GLD,397.69,401.55,396.1,399.95,11354821
2025-12-25,DBC,198.22,199.01,195.24,196.02,15380149
2025-12-26,SPY,354.22,357.88,352.81,356.46,13997535
2025-12-26,QQQ,382.61,384.14,380.53,382.06,13623173
2025-12-26,IWM,384.77,386.31,377.91,379.43,16142090
2025-12-26,EFA,244.23,245.2,240.5,241.47,10506282
2025-12-26,EEM,490.58,492.54,487.0,488.95,9993359
2025-12-26,TLT,74.18,74.48,73.02,73.32,15176748
2025-12-26,GLD,399.95,405.92,398.35,404.3,2419237
2025-12-26,DBC,196.02,200.54,195.24,199.74,10681173
2025-12-29,SPY,356.46,360.65,355.03,359.21,5932468
2025-12-29,QQQ,382.06,383.59,373.62,375.12,10188836
2025-12-29,IWM,379.43,387.0,377.91,385.45,19382731
2025-12-29,EFA,241.47,242.43,239.86,240.82,17776408
2025-12-29,EEM,488.95,490.91,485.88,487.83,19578228
2025-12-29,TLT,73.32,74.0,73.02,73.7,17265929
2025-12-29,GLD,404.3,406.51,402.68,404.89,8852818
2025-12-29,DBC,199.74,200.54,197.78,198.58,11384103
2025-12-30,SPY,359.21,360.65,354.34,355.76,16613646
2025-12-30,QQQ,375.12,376.62,369.57,371.06,7931879
2025-12-30,IWM,385.45,391.2,383.91,389.64,1314392
2025-12-30,EFA,240.82,241.78,238.54,239.5,13917586
2025-12-30,EEM,487.83,489.79,483.81,485.76,12915350
2025-12-30,TLT,73.7,74.13,73.41,73.83,3101555
2025-12-30,GLD,404.89,406.9,403.27,405.28,9708768
2025-12-30,DBC,198.58,202.03,197.78,201.22,18510666
2025-12-31,SPY,355.76,357.18,352.87,354.29,7773620
